EID,PetID,ExaminationDate,Symptoms,Diagnoses,FollowUpDate
SRV114581,PET54165,2023-05-07 16:43:01,Ho kéo dài - khó thở - chảy nước mũi,Bệnh đĩa đệm (bệnh IVDD),2023-05-25
SRV181862,PET57792,2024-09-14 19:41:57,Lờ đờ - mất sinh lực,Viêm mống mắt - cần chỉ định nhanh,2024-09-28
SRV176442,PET31737,2021-06-03 06:10:13,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm dạ dày ruột cấp do vi khuẩn,2021-07-02
SRV35621,PET46945,2022-07-26 00:58:01,Lờ đờ - mất sinh lực,Viêm mống mắt - cần chỉ định nhanh,2022-08-22
SRV109484,PET59892,2022-01-15 22:18:04,Tê liệt mặt - miệng méo,Viêm đường hô hấp cấp tính,2022-02-02
SRV124475,PET91913,2023-02-24 08:15:30,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tai ngoài do nấm Malassezia,2023-03-22
SRV7793,PET47729,2024-10-11 05:18:28,Liệt chi sau - không đứng được,Chấn thương cột sống lưng thắt lưng,2024-10-26
SRV86478,PET61969,2023-08-15 05:22:52,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Bệnh đĩa đệm (bệnh IVDD),2023-09-08
SRV57463,PET56352,2023-03-04 19:58:17,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tổn thương thần kinh ngoại biên,2023-03-24
SRV86847,PET97488,2024-09-26 01:34:48,Ho kéo dài - khó thở - chảy nước mũi,Viêm đường hô hấp cấp tính,2024-10-21
SRV69824,PET10000,2021-07-09 10:18:54,Chảy máu cam liên tục - nước tiểu đỏ,Chấn thương cột sống lưng thắt lưng,2021-07-27
SRV9615,PET10298,2024-06-21 10:06:42,Liệt chi sau - không đứng được,Tổn thương thần kinh ngoại biên,2024-06-30
SRV107626,PET95447,2021-06-15 11:27:35,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh nha chu giai đoạn cuối,2021-07-04
SRV44592,PET97765,2022-07-01 04:04:36,Ho kéo dài - khó thở - chảy nước mũi,Tổn thương thần kinh ngoại biên,2022-07-22
SRV165800,PET38721,2022-10-31 15:00:55,Lờ đờ - mất sinh lực,Tổn thương thần kinh ngoại biên,2022-11-05
SRV66460,PET27748,2022-10-21 02:23:04,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2022-11-16
SRV47056,PET55209,2023-11-16 09:24:08,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm đường hô hấp cấp tính,2023-12-08
SRV93472,PET74532,2023-03-31 15:02:47,Liệt chi sau - không đứng được,Bệnh nha chu giai đoạn cuối,2023-04-22
SRV88088,PET25864,2021-09-10 16:30:00,Liệt chi sau - không đứng được,Bệnh nha chu giai đoạn cuối,2021-10-07
SRV119738,PET32864,2023-11-27 22:10:26,Tê liệt mặt - miệng méo,Xuất huyết nội bộ - cấp cứu,2023-12-01
SRV101250,PET73658,2021-07-10 03:29:38,Tê liệt mặt - miệng méo,Bệnh nha chu giai đoạn cuối,2021-07-29
SRV186226,PET04889,2022-11-03 16:00:57,Lờ đờ - mất sinh lực,Bệnh nha chu giai đoạn cuối,2022-11-21
SRV127564,PET35526,2023-07-11 03:38:19,Ho kéo dài - khó thở - chảy nước mũi,Viêm đường hô hấp cấp tính,2023-08-06
SRV179224,PET30166,2022-08-05 14:36:19,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2022-08-07
SRV3714,PET14912,2022-02-21 11:04:57,Lờ đờ - mất sinh lực,Chấn thương cột sống lưng thắt lưng,2022-03-10
SRV109760,PET08350,2024-08-09 00:39:33,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2024-09-02
SRV182850,PET119070,2024-10-12 05:09:33,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tai ngoài do nấm Malassezia,2024-10-31
SRV82278,PET24527,2024-06-04 11:34:34,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm đường hô hấp cấp tính,2024-06-13
SRV157272,PET29677,2023-12-14 05:37:06,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm đường hô hấp cấp tính,2024-01-13
SRV183749,PET71241,2022-12-30 11:35:15,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2023-01-08
SRV23930,PET15295,2022-04-28 19:30:57,Mắt đỏ - phù nề - khó mở mắt,Tổn thương thần kinh ngoại biên,2022-05-18
SRV189090,PET67980,2022-10-04 14:43:12,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tai ngoài do nấm Malassezia,2022-10-08
SRV116167,PET90024,2023-06-17 14:21:36,Liệt chi sau - không đứng được,Suy thận cấp - cần xét nghiệm ngay,2023-06-22
SRV131972,PET54392,2023-09-15 17:09:04,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tụy cấp (Pancreatitis),2023-09-26
SRV53522,PET117960,2024-07-27 17:48:53,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Tổn thương thần kinh ngoại biên,2024-08-05
SRV60073,PET54848,2024-11-11 05:30:21,Bụng căng như quả bóng - đau nhiều,Virus Parvovirus (parvo) - nguy hiểm,2024-12-02
SRV139545,PET94138,2024-07-18 02:03:31,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2024-08-05
SRV196015,PET76835,2024-05-12 16:39:36,Tê liệt mặt - miệng méo,Tổn thương thần kinh ngoại biên,2024-05-25
SRV109395,PET37884,2022-12-03 00:28:45,Bụng căng như quả bóng - đau nhiều,Viêm mống mắt - cần chỉ định nhanh,2022-12-17
SRV59058,PET47215,2023-01-29 20:51:29,Liệt chi sau - không đứng được,Viêm tai ngoài do nấm Malassezia,2023-02-23
SRV73195,PET51203,2024-02-13 21:19:08,Hôi miệng kinh khủng - nướu sưng tấy,Viêm dạ dày ruột cấp do vi khuẩn,2024-03-07
SRV96154,PET62606,2024-01-18 15:33:27,Tê liệt mặt - miệng méo,Xuất huyết nội bộ - cấp cứu,2024-02-11
SRV161547,PET35807,2023-08-31 23:34:53,Ho kéo dài - khó thở - chảy nước mũi,Bệnh nha chu giai đoạn cuối,2023-09-25
SRV86761,PET102029,2021-08-13 09:26:29,Lờ đờ - mất sinh lực,Thiếu máu do sốc mất máu hoặc ký sinh,2021-08-17
SRV75467,PET54278,2024-10-08 23:40:41,Mắt đỏ - phù nề - khó mở mắt,Bệnh đĩa đệm (bệnh IVDD),2024-10-24
SRV124261,PET98478,2024-04-22 01:43:33,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm mống mắt - cần chỉ định nhanh,2024-04-24
SRV3387,PET51942,2024-03-12 11:41:48,Ngứa dữ dội - chảy máu tai từ gãi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-03-14
SRV12085,PET68215,2021-11-01 03:06:34,Hôi miệng kinh khủng - nướu sưng tấy,Viêm dạ dày ruột cấp do vi khuẩn,2021-11-25
SRV175014,PET33365,2023-04-25 12:02:25,Chảy máu cam liên tục - nước tiểu đỏ,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-05-21
SRV189798,PET85259,2022-08-01 04:03:15,Bụng căng như quả bóng - đau nhiều,Thiếu máu do sốc mất máu hoặc ký sinh,2022-08-30
SRV199133,PET107506,2024-11-12 22:55:28,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2024-12-01
SRV125435,PET75786,2024-11-29 02:52:01,Ho kéo dài - khó thở - chảy nước mũi,Thiếu máu do sốc mất máu hoặc ký sinh,2024-12-19
SRV132987,PET92098,2023-09-21 09:22:59,Ngứa dữ dội - chảy máu tai từ gãi,Viêm mống mắt - cần chỉ định nhanh,2023-09-22
SRV59934,PET74065,2021-02-18 02:25:17,Ho kéo dài - khó thở - chảy nước mũi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-02-21
SRV136899,PET25380,2023-08-19 17:53:44,Ho kéo dài - khó thở - chảy nước mũi,Tổn thương thần kinh ngoại biên,2023-08-27
SRV131614,PET33199,2024-08-02 17:25:49,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm tai ngoài do nấm Malassezia,2024-08-25
SRV184829,PET27161,2022-03-09 07:38:30,Mắt đỏ - phù nề - khó mở mắt,Viêm mống mắt - cần chỉ định nhanh,2022-03-11
SRV42631,PET99443,2021-06-18 22:46:59,Ngứa dữ dội - chảy máu tai từ gãi,Tổn thương thần kinh ngoại biên,2021-07-01
SRV29664,PET00037,2024-08-03 09:59:04,Ho kéo dài - khó thở - chảy nước mũi,Viêm tụy cấp (Pancreatitis),2024-08-10
SRV33899,PET88988,2024-04-22 17:55:51,Liệt chi sau - không đứng được,Tổn thương thần kinh ngoại biên,2024-05-04
SRV161556,PET85675,2021-01-16 19:55:52,Tê liệt mặt - miệng méo,Bệnh nha chu giai đoạn cuối,2021-02-07
SRV164861,PET78728,2023-10-01 02:26:28,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tai ngoài do nấm Malassezia,2023-10-05
SRV113503,PET113849,2021-09-30 20:41:37,Liệt chi sau - không đứng được,Viêm tai ngoài do nấm Malassezia,2021-10-15
SRV53933,PET14091,2022-04-07 04:23:50,Hôi miệng kinh khủng - nướu sưng tấy,Suy thận cấp - cần xét nghiệm ngay,2022-04-13
SRV187139,PET110579,2024-12-23 10:17:12,Bụng căng như quả bóng - đau nhiều,Viêm đường hô hấp cấp tính,2024-12-24
SRV85153,PET59944,2022-02-26 15:05:30,Liệt chi sau - không đứng được,Viêm tai ngoài do nấm Malassezia,2022-03-20
SRV60311,PET40380,2021-08-29 07:30:07,Hôi miệng kinh khủng - nướu sưng tấy,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-09-23
SRV198726,PET115039,2021-09-22 04:13:47,Bụng căng như quả bóng - đau nhiều,Tổn thương thần kinh ngoại biên,2021-10-13
SRV56259,PET73582,2023-04-20 05:20:12,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh nha chu giai đoạn cuối,2023-05-10
SRV135983,PET27057,2021-06-08 10:48:37,Chảy máu cam liên tục - nước tiểu đỏ,Viêm mống mắt - cần chỉ định nhanh,2021-06-19
SRV94629,PET52285,2021-05-05 00:48:17,Hôi miệng kinh khủng - nướu sưng tấy,Viêm mống mắt - cần chỉ định nhanh,2021-05-16
SRV152964,PET86947,2023-10-03 03:32:38,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2023-10-28
SRV111016,PET70865,2023-10-02 13:36:29,Chảy máu cam liên tục - nước tiểu đỏ,Viêm dạ dày ruột cấp do vi khuẩn,2023-10-26
SRV50294,PET83145,2023-10-29 10:24:40,Tê liệt mặt - miệng méo,Viêm đường hô hấp cấp tính,2023-11-24
SRV191996,PET87151,2021-08-12 02:53:31,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2021-08-27
SRV42788,PET46017,2021-03-13 05:50:37,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2021-04-01
SRV40752,PET09503,2021-05-01 16:36:02,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Virus Parvovirus (parvo) - nguy hiểm,2021-05-16
SRV81533,PET13417,2021-06-10 06:19:29,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Thiếu máu do sốc mất máu hoặc ký sinh,2021-06-26
SRV124092,PET78126,2022-06-01 21:18:29,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2022-06-07
SRV7115,PET53671,2024-04-30 11:43:54,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2024-05-12
SRV96174,PET15874,2022-01-29 19:23:33,Liệt chi sau - không đứng được,Bệnh nha chu giai đoạn cuối,2022-02-16
SRV182907,PET43086,2021-08-15 12:38:07,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Chấn thương cột sống lưng thắt lưng,2021-08-20
SRV148698,PET22769,2024-02-08 12:29:38,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Bệnh đĩa đệm (bệnh IVDD),2024-02-13
SRV112937,PET86291,2021-08-07 07:53:22,Lờ đờ - mất sinh lực,Viêm mống mắt - cần chỉ định nhanh,2021-08-24
SRV183119,PET11720,2024-01-22 12:59:57,Lờ đờ - mất sinh lực,Viêm tai ngoài do nấm Malassezia,2024-02-18
SRV177518,PET53517,2023-09-05 16:26:05,Ngứa dữ dội - chảy máu tai từ gãi,Viêm đường hô hấp cấp tính,2023-09-15
SRV54143,PET96537,2021-12-31 12:29:09,Tê liệt mặt - miệng méo,Viêm dạ dày ruột cấp do vi khuẩn,2022-01-14
SRV8496,PET73120,2023-03-26 08:49:36,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tụy cấp (Pancreatitis),2023-04-09
SRV43506,PET64424,2024-04-06 07:31:15,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-04-19
SRV42348,PET99872,2023-11-28 13:56:14,Ngứa dữ dội - chảy máu tai từ gãi,Chấn thương cột sống lưng thắt lưng,2023-12-15
SRV196000,PET77484,2024-08-18 01:42:40,Tê liệt mặt - miệng méo,Viêm tụy cấp (Pancreatitis),2024-09-04
SRV111782,PET97464,2021-05-19 20:25:33,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm mống mắt - cần chỉ định nhanh,2021-05-20
SRV127101,PET07325,2022-09-29 07:17:24,Mắt đỏ - phù nề - khó mở mắt,Bệnh nha chu giai đoạn cuối,2022-10-07
SRV19329,PET31993,2021-11-23 00:51:17,Ho kéo dài - khó thở - chảy nước mũi,Viêm mống mắt - cần chỉ định nhanh,2021-12-06
SRV125242,PET119740,2023-03-23 02:43:47,Tê liệt mặt - miệng méo,Suy thận cấp - cần xét nghiệm ngay,2023-04-06
SRV95272,PET42762,2023-06-11 20:27:43,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh nha chu giai đoạn cuối,2023-06-16
SRV147851,PET49341,2022-06-29 01:11:53,Tê liệt mặt - miệng méo,Xuất huyết nội bộ - cấp cứu,2022-07-27
SRV181300,PET117240,2022-07-01 12:28:59,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm dạ dày ruột cấp do vi khuẩn,2022-07-14
SRV82000,PET78038,2021-02-10 14:36:15,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2021-02-11
SRV26114,PET92419,2022-02-06 21:43:22,Tê liệt mặt - miệng méo,Viêm đường hô hấp cấp tính,2022-02-09
SRV159360,PET31337,2021-05-24 23:27:32,Hôi miệng kinh khủng - nướu sưng tấy,Viêm mống mắt - cần chỉ định nhanh,2021-05-27
SRV171444,PET106017,2024-04-04 04:11:57,Mắt đỏ - phù nề - khó mở mắt,Viêm tai ngoài do nấm Malassezia,2024-04-12
SRV3179,PET41076,2023-01-23 00:15:09,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2023-02-09
SRV196538,PET00268,2022-05-20 21:10:51,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh nha chu giai đoạn cuối,2022-05-23
SRV89912,PET11697,2022-08-08 03:09:56,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm đường hô hấp cấp tính,2022-09-06
SRV198738,PET71168,2024-10-07 14:03:49,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm đường hô hấp cấp tính,2024-10-20
SRV7859,PET89264,2022-03-07 01:34:53,Lờ đờ - mất sinh lực,Bệnh nha chu giai đoạn cuối,2022-03-24
SRV91000,PET37459,2022-02-21 11:04:58,Liệt chi sau - không đứng được,Chấn thương cột sống lưng thắt lưng,2022-03-19
SRV92863,PET116525,2023-12-08 22:20:43,Ho kéo dài - khó thở - chảy nước mũi,Chấn thương cột sống lưng thắt lưng,2024-01-03
SRV99372,PET68080,2023-05-19 13:59:26,Chảy máu cam liên tục - nước tiểu đỏ,Viêm tai ngoài do nấm Malassezia,2023-06-07
SRV69005,PET51172,2021-07-13 21:39:21,Bụng căng như quả bóng - đau nhiều,Viêm tụy cấp (Pancreatitis),2021-07-26
SRV66754,PET28818,2022-05-28 15:35:37,Hôi miệng kinh khủng - nướu sưng tấy,Suy thận cấp - cần xét nghiệm ngay,2022-06-06
SRV44216,PET68545,2022-11-21 13:22:51,Ngứa dữ dội - chảy máu tai từ gãi,Virus Parvovirus (parvo) - nguy hiểm,2022-12-01
SRV132290,PET63273,2021-12-25 19:24:28,Ngứa dữ dội - chảy máu tai từ gãi,Chấn thương cột sống lưng thắt lưng,2022-01-14
SRV84267,PET60208,2022-10-07 02:56:25,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh nha chu giai đoạn cuối,2022-10-09
SRV114507,PET88074,2022-11-14 04:40:10,Ngứa dữ dội - chảy máu tai từ gãi,Thiếu máu do sốc mất máu hoặc ký sinh,2022-11-21
SRV55142,PET05821,2021-08-11 20:56:17,Mắt đỏ - phù nề - khó mở mắt,Bệnh đĩa đệm (bệnh IVDD),2021-08-24
SRV145888,PET57444,2023-10-16 04:34:37,Mắt đỏ - phù nề - khó mở mắt,Viêm dạ dày ruột cấp do vi khuẩn,2023-10-22
SRV125130,PET96592,2023-10-15 17:08:07,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Bệnh đĩa đệm (bệnh IVDD),2023-10-30
SRV58007,PET44802,2024-03-07 15:55:28,Ho kéo dài - khó thở - chảy nước mũi,Suy thận cấp - cần xét nghiệm ngay,2024-03-23
SRV181127,PET102719,2023-12-13 21:38:29,Ho kéo dài - khó thở - chảy nước mũi,Viêm mống mắt - cần chỉ định nhanh,2023-12-30
SRV111417,PET95078,2024-04-16 19:22:53,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh nha chu giai đoạn cuối,2024-04-18
SRV164378,PET55969,2024-04-11 11:45:39,Ngứa dữ dội - chảy máu tai từ gãi,Chấn thương cột sống lưng thắt lưng,2024-04-21
SRV74603,PET26668,2021-03-14 09:11:13,Ngứa dữ dội - chảy máu tai từ gãi,Thiếu máu do sốc mất máu hoặc ký sinh,2021-04-07
SRV154282,PET108910,2021-01-29 00:42:01,Tê liệt mặt - miệng méo,Viêm dạ dày ruột cấp do vi khuẩn,2021-02-21
SRV187456,PET89752,2021-09-26 18:15:14,Bụng căng như quả bóng - đau nhiều,Chấn thương cột sống lưng thắt lưng,2021-09-30
SRV25725,PET85856,2021-12-04 08:05:28,Hôi miệng kinh khủng - nướu sưng tấy,Virus Parvovirus (parvo) - nguy hiểm,2021-12-30
SRV197987,PET114436,2022-02-17 00:28:33,Ngứa dữ dội - chảy máu tai từ gãi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-02-26
SRV134050,PET18846,2021-10-07 09:16:51,Lờ đờ - mất sinh lực,Virus Parvovirus (parvo) - nguy hiểm,2021-11-03
SRV114762,PET58772,2021-02-11 15:59:16,Liệt chi sau - không đứng được,Chấn thương cột sống lưng thắt lưng,2021-03-04
SRV47574,PET19550,2023-07-09 04:29:18,Lờ đờ - mất sinh lực,Viêm tai ngoài do nấm Malassezia,2023-08-02
SRV129529,PET92227,2024-08-02 13:18:38,Tê liệt mặt - miệng méo,Suy thận cấp - cần xét nghiệm ngay,2024-08-10
SRV198509,PET83262,2021-07-12 19:18:48,Bụng căng như quả bóng - đau nhiều,Viêm tai ngoài do nấm Malassezia,2021-07-20
SRV4452,PET74489,2022-09-03 01:19:50,Ngứa dữ dội - chảy máu tai từ gãi,Virus Parvovirus (parvo) - nguy hiểm,2022-09-15
SRV11734,PET111124,2023-09-02 03:46:21,Tê liệt mặt - miệng méo,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-09-26
SRV169404,PET66414,2021-12-08 12:30:27,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Virus Parvovirus (parvo) - nguy hiểm,2021-12-25
SRV133634,PET72492,2023-11-27 08:27:45,Mắt đỏ - phù nề - khó mở mắt,Nhiễm trùng vết mổ sau phẫu thuật,2023-12-06
SRV146540,PET11706,2023-05-13 05:21:49,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2023-05-14
SRV11954,PET53558,2024-05-11 14:35:59,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2024-05-15
SRV156825,PET116226,2021-12-10 01:51:15,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2022-01-01
SRV4165,PET33067,2024-02-01 17:54:44,Mắt đỏ - phù nề - khó mở mắt,Tổn thương thần kinh ngoại biên,2024-02-11
SRV30212,PET112877,2024-03-09 21:59:20,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2024-03-14
SRV125519,PET114214,2022-01-15 21:00:54,Lờ đờ - mất sinh lực,Viêm dạ dày ruột cấp do vi khuẩn,2022-01-21
SRV176356,PET39669,2022-06-12 21:09:59,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2022-06-30
SRV62654,PET02807,2023-02-11 01:11:18,Liệt chi sau - không đứng được,Viêm đường hô hấp cấp tính,2023-02-24
SRV17839,PET13026,2022-01-18 02:41:08,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Tổn thương thần kinh ngoại biên,2022-02-14
SRV190977,PET102605,2022-03-06 07:32:09,Bụng căng như quả bóng - đau nhiều,Virus Parvovirus (parvo) - nguy hiểm,2022-03-21
